Pe,alpha_in,alpha_out,kappa,pol,segment_center,Rg_local,Rg_local_std,MSD_t1,MSD_t4,MSD_t16,MSD_t65,MSD_t262,MSD_t524,MSD_t1k,MSD_t5k,MSD_t10k,MSD_t50k,MSD_t100k,MSD_t300k,D_local,rho_local,rho_local_std,rho_tasep,sigma_tasep,J_tasep,Rg_chain,D_eff,sim_type,rho_exact,rho_mf,J_mf,J_mf_exact,alpha_ratio,couple
10.0,0.0,0.0,0.0,act,35.5,1.546743,0.192428,0.5100821,7.244419,50.86585,172.2172,622.4904,,2556.826,13651.19,22494.12,35416.17,45615.85,,0.022844221365048226,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,45.5,1.519508,0.186232,0.5158824,7.090768,48.47901,171.5181,612.1371,,2534.888,13599.99,22444.65,35329.6,45284.32,,0.022978409571618386,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,5.5,1.54341,0.175806,0.4885527,6.90072,51.32213,168.7201,637.9989,,2569.799,13675.94,22631.35,35680.77,45947.87,,0.024227354732915967,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,55.5,1.525059,0.196119,0.5089008,7.077753,50.37746,168.1066,616.2114,,2544.043,13558.61,22380.04,35389.58,45306.39,,0.023459333095758664,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,65.5,1.539567,0.189149,0.4996834,7.111445,51.31443,163.2376,614.0907,,2558.085,13538.15,22375.0,35572.28,45658.38,,0.02409009891483621,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,75.5,1.524088,0.184066,0.5189981,7.114289,48.73393,164.0832,612.3394,,2557.372,13494.4,22344.96,35593.68,45875.97,,0.024780768032197923,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,85.5,1.536447,0.195157,0.5024949,7.064769,47.21641,162.8212,600.7702,,2540.318,13456.35,22289.73,35499.88,45809.79,,0.02481620445475169,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.0,0.0,0.0,act,95.5,1.518134,0.18813,0.4790438,6.607063,45.91523,159.4263,586.6787,,2514.605,13432.56,22237.59,35510.25,45627.74,,0.024663746361661607,,,1.0,0.0,0.0,8.685384138548663,0.4479911052819454,ACTIVE_PUR,1.0,1.0,,0.0,,"α_in=0.0, α_out=0.0"
10.0,0.1,0.1,1.0,1,105.5,1.616407,0.272663,0.08414768,1.001505,11.14842,40.84589,138.7615,243.4499,382.0508,1205.265,2035.092,11043.67,19580.65,20338.66,0.014394101298514593,0.903497,0.093675,0.4742237959068805,0.4828554526423647,0.24933558730254987,9.385535722162706,0.034628222271414565,TASEP,0.5,0.5,0.087190170991,0.25,1.0,"α_in=0.1, α_out=0.1"
10.0,0.1,0.1,1.0,1,115.5,1.653755,0.309291,0.07804761,0.9458996,10.15162,36.52506,132.3721,237.7849,376.663,1195.681,2036.969,11041.5,19610.65,20296.36,0.014456213338841097,0.895145,0.100689,0.4478021802188349,0.4813456241959563,0.24727538761009302,9.385535722162706,0.034628222271414565,TASEP,0.5,0.5,0.09386042897500002,0.25,1.0,"α_in=0.1, α_out=0.1"
10.0,0.1,0.1,1.0,1,125.5,1.689986,0.329402,0.07634931,0.8858519,9.722068,36.22444,127.4112,232.409,366.0916,1177.881,2022.843,11058.39,19634.65,20399.62,0.01452444090166829,0.902009,0.094666,0.42260004714172716,0.47851115948760936,0.24400924729753715,9.385535722162706,0.034628222271414565,TASEP,0.5,0.5,0.08838876391900004,0.25,1.0,"α_in=0.1, α_out=0.1"
10.0,0.1,0.1,1.0,1,135.5,1.77386,0.37328,0.07332658,0.8213154,8.877162,33.43894,122.1724,222.9934,355.7981,1170.838,2005.334,11053.73,19582.18,20474.33,0.01459866969850257,0.904055,0.090931,0.3983907550593165,0.4749170080814328,0.2396755613425842,9.385535722162706,0.034628222271414565,TASEP,0.5,0.5,0.08673955697499995,0.25,1.0,"α_in=0.1, α_out=0.1"
10.0,0.1,0.1,1.0,1,145.5,1.782513,0.378559,0.06920103,0.7814746,8.211579,29.63407,114.7526,209.9669,347.5245,1154.882,1997.774,11077.36,19577.52,20437.93,0.0145540972786264,0.906231,0.096132,0.376017203291162,0.4706924315970654,0.23462826612025497,9.385535722162706,0.034628222271414565,TASEP,0.5,0.5,0.084976374639,0.25,1.0,"α_in=0.1, α_out=0.1"
10.0,0.1,0.1,1.0,1,15.5,1.586488,0.228589,0.09218264,1.164479,13.09063,52.94827,145.6933,246.3233,382.8891,1214.362,2034.918,11188.46,19678.74,20482.24,0.014477682948178658,0.895201,0.090259,0.8047857545940466,0.38853417682039115,0.15710564379653763,9.385535722162706,0.034628222271414565,TASEP,0.5,0.5,0.09381616959899998,0.25,1.0,"α_in=0.1, α_out=0.1"
10.0,0.1,0.1,1.0,1,155.5,1.79302,0.372306,0.06787913,0.7317876,7.729021,29.67446,112.8013,208.5434,347.2317,1157.195,1976.718,11068.78,19540.84,20256.33,0.014422354713280938,0.888597,0.121721,0.35429005240636363,0.4655595199714294,0.22876861117225972,9.385535722162706,0.034628222271414565,TASEP,0.5,0.5,0.09899237159100002,0.25,1.0,"α_in=0.1, α_out=0.1"
10.0,0.1,0.1,1.0,1,165.5,1.83423,0.36771,0.06670418,0.6744228,7.220077,28.30145,109.6795,202.8649,347.2881,1173.12,1974.407,11012.26,19432.66,20213.21,0.014348093187091121,0.871429,0.169103,0.33420579086250934,0.4598204067348363,0.222512280216474,9.385535722162706,0.034628222271414565,TASEP,0.5,0.5,0.112040497959,0.25,1.0,"α_in=0.1, α_out=0.1"
10.0,0.1,0.1,1.0,1,175.5,1.841983,0.369465,0.06074743,0.6610616,6.833135,26.80942,102.8781,190.4302,341.361,1178.656,1982.566,11017.73,19464.65,20239.86,0.01424820203444551,0.85519,0.206631,0.31435556048756685,0.45307206053010424,0.21553614207811456,9.385535722162706,0.034628222271414565,TASEP,0.5,0.5,0.12384006389999999,0.25,1.0,"α_in=0.1, α_out=0.1"
10.0,0.1,0.1,1.0,1,185.5,1.84621,0.364673,0.05518936,0.5649139,5.570609,23.95169,99.27469,191.3521,343.0103,1179.457,1989.973,11004.93,19478.21,20276.12,0.01428545582116524,0.780543,0.280679,0.2960132289334144,0.4460990652662886,0.2083893972298284,9.385535722162706,0.034628222271414565,TASEP,0.5,0.5,0.171295625151,0.25,1.0,"α_in=0.1, α_out=0.1"
10.0,0.1,0.1,1.0,1,195.5,1.854603,0.376071,0.05106144,0.4635344,4.743725,20.40435,93.82188,182.3057,330.1259,1159.789,1962.585,10982.31,19449.49,20384.03,0.014387182243018255,0.647749,0.358551,0.2774064219427162,0.4381475859268075,0.20045209900765593,9.385535722162706,0.034628222271414565,TASEP,0.5,0.5,0.228170232999,0.25,1.0,"α_in=0.1, α_out=0.1"
10.0,0.1,0.1,1.0,1,205.5,1.847584,0.363611,0.04444992,0.3877251,3.685311,17.28809,86.41906,180.5375,317.221,1142.214,1947.477,10930.36,19409.93,20450.49,0.014389773159653882,0.521856,0.379438,0.2596744123628524,0.4296496275224971,0.19224361192685968,9.385535722162706,0.034628222271414565,TASEP,0.5,0.5,0.249522315264,0.25,1.0,"α_in=0.1, α_out=0.1"
10.0,0.1,0.1,1.0,1,215.5,1.880202,0.3678,0.0372317,0.2692795,2.341809,13.61512,85.18056,172.7498,304.1721,1115.905,1924.774,10904.65,19398.45,20478.88,0.014425687459386863,0.317969,0.333398,0.24166898934315353,0.4201305361068149,0.18326508893301227,9.385535722162706,0.034628222271414565,TASEP,0.5,0.5,0.216864715039,0.25,1.0,"α_in=0.1, α_out=0.1"
